City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Denton,US,2022-09-14 18:16:13,33.2001,-97.1336,89.15,51,0,9.22
298,Izhma,RU,2022-09-14 18:20:24,65.0083,53.9113,46.24,90,63,5.77
299,La Ronge,CA,2022-09-14 18:20:26,55.1001,-105.2842,57.45,67,75,13.8
300,Teknaf,BD,2022-09-14 18:20:26,20.8624,92.3058,79.52,82,100,5.3
301,Talaja,IN,2022-09-14 18:20:26,21.35,72.05,80.19,85,99,9.08
302,Niitsu,JP,2022-09-14 18:20:27,37.8,139.1167,67.89,90,96,3.91
303,Teya,RU,2022-09-14 18:20:27,60.3778,92.6267,37.38,95,90,2.73
304,Broome,US,2022-09-14 18:20:27,42.2506,-75.833,75.7,70,100,10.36
305,Khandyga,RU,2022-09-14 18:20:27,62.6667,135.6,36.91,93,100,8.79
306,Karasjok,NO,2022-09-14 18:20:28,69.4719,25.5112,36.1,98,100,16.98
307,Geraldton,AU,2022-09-14 18:20:28,-28.7667,114.6,54.01,94,40,4.61
308,Kattivakkam,IN,2022-09-14 18:20:29,13.2167,80.3167,86.09,73,97,11.21
309,Kaukauna,US,2022-09-14 18:20:29,44.278,-88.272,68.58,68,0,5.75
310,Gimli,CA,2022-09-14 18:20:29,50.6336,-96.9907,60.82,55,99,11.5
311,Changtu,CN,2022-09-14 18:20:30,42.7788,124.0955,62.96,96,100,6.29
312,Bonavista,CA,2022-09-14 18:17:07,48.6499,-53.1147,57.87,79,85,7.96
313,Envira,BR,2022-09-14 18:20:30,-7.3,-70.2167,88.99,50,49,0.98
314,Sept-Iles,CA,2022-09-14 18:20:31,50.2001,-66.3821,61.32,99,100,10.36
315,Mocuba,MZ,2022-09-14 18:20:31,-16.8392,36.9856,69.75,75,63,7.56
316,Kochkurovo,RU,2022-09-14 18:20:31,54.0358,45.4184,56.98,76,100,13.56
317,Saint-Pierre,RE,2022-09-14 18:20:32,-21.3393,55.4781,69.48,68,0,11.5
318,Pangody,RU,2022-09-14 18:20:32,65.85,74.4859,45.32,83,99,9.69
319,Sitka,US,2022-09-14 18:20:32,57.0531,-135.33,58.89,58,100,10.36
320,Khash,IR,2022-09-14 18:20:32,28.2211,61.2158,75.94,12,0,6.96
321,Hondo,JP,2022-09-14 18:20:33,32.45,130.2,79.18,80,25,7.14
322,Qurayyat,SA,2022-09-14 18:20:33,31.3318,37.3428,82.58,36,0,13.8
323,Port Keats,AU,2022-09-14 18:20:34,-14.25,129.55,75.36,84,1,3.09
324,Fatehpur,IN,2022-09-14 18:20:34,25.9333,80.8,76.98,94,82,8.86
325,Pevek,RU,2022-09-14 18:20:34,69.7008,170.3133,33.78,98,100,9.51
326,Nemuro,JP,2022-09-14 18:20:35,43.3236,145.575,54.18,74,1,10.78
327,Karratha,AU,2022-09-14 18:20:35,-20.7377,116.8463,72.61,32,0,15.5
328,Blagoyevo,RU,2022-09-14 18:20:35,63.3667,47.9167,48.96,75,39,5.12
329,Luz,BR,2022-09-14 18:20:36,-19.8014,-45.6856,99.55,11,22,10.13
330,Sola,VU,2022-09-14 18:20:36,-13.8833,167.55,79.3,78,24,15.03
331,Bainbridge,US,2022-09-14 18:16:29,47.6262,-122.5212,69.78,73,100,3.44
332,Kidal,ML,2022-09-14 18:20:36,18.4411,1.4078,97.83,20,69,13.38
333,Srednekolymsk,RU,2022-09-14 18:20:36,67.45,153.6833,34.72,72,49,7.4
334,Tagusao,PH,2022-09-14 18:20:37,9.1924,117.8141,80.24,83,99,10.27
335,Hobyo,SO,2022-09-14 18:20:37,5.3505,48.5268,76.84,86,8,25.19
336,Christchurch,NZ,2022-09-14 18:18:09,-43.5333,172.6333,33.94,82,0,3.44
337,Gizo,SB,2022-09-14 18:20:37,-8.103,156.8419,80.82,75,36,6.85
338,Wewak,PG,2022-09-14 18:20:37,-3.5534,143.6268,79.77,83,68,8.75
339,Neiafu,TO,2022-09-14 18:20:38,-18.65,-173.9833,75.88,88,20,4.61
340,Santa Vitoria Do Palmar,BR,2022-09-14 18:20:19,-33.5189,-53.3681,60.85,69,19,10.85
341,Samut Sakhon,TH,2022-09-14 18:20:38,13.5833,100.3,80.58,73,100,6.42
342,Kawalu,ID,2022-09-14 18:20:38,-7.3817,108.2082,70.41,97,73,0.6
343,Nisporeni,MD,2022-09-14 18:20:39,47.0814,28.1783,70.39,43,92,6.91
344,Cherskiy,RU,2022-09-14 18:20:39,68.75,161.3,35.2,89,100,6.62
345,Sangar,RU,2022-09-14 18:20:39,63.9242,127.4739,33.33,88,13,7.61
346,Mahoba,IN,2022-09-14 18:20:40,25.2833,79.8667,78.1,89,97,10.85
347,Ahipara,NZ,2022-09-14 18:20:40,-35.1667,173.1667,47.97,78,5,4.83
348,Pemberton,CA,2022-09-14 18:20:40,50.3164,-122.8027,77.2,70,33,0.6
349,Lorengau,PG,2022-09-14 18:20:40,-2.0226,147.2712,81.97,72,6,11.07
350,Besancon,FR,2022-09-14 18:20:41,47.2488,6.0182,67.19,86,100,3.13
351,Mahibadhoo,MV,2022-09-14 18:20:41,3.7833,72.9667,80.76,72,61,4.38
352,Teguise,ES,2022-09-14 18:17:52,29.0605,-13.564,75.42,61,20,11.5
353,Kiryas Joel,US,2022-09-14 18:17:05,41.342,-74.1679,78.94,59,40,13.8
354,Pakhtakoron,TJ,2022-09-14 18:20:41,40.1571,68.7466,65.68,25,0,0.78
355,Fereydun Kenar,IR,2022-09-14 18:20:42,36.6864,52.5225,77.99,77,32,25.3
356,Komsomolskiy,UZ,2022-09-14 18:20:42,40.4272,71.7189,66.92,48,0,4.61
357,Montanhas,BR,2022-09-14 18:20:42,-6.4858,-35.2875,83.59,56,62,15.99
358,Katherine,AU,2022-09-14 18:20:42,-14.4667,132.2667,71.92,56,0,2.3
359,Tarko-Sale,RU,2022-09-14 18:20:43,64.9225,77.785,42.98,90,84,9.84
360,Matamoros,MX,2022-09-14 18:19:47,25.5333,-103.25,83.1,42,40,0.0
361,Champerico,GT,2022-09-14 18:20:43,14.3,-91.9167,88.34,70,64,11.97
362,Dubbo,AU,2022-09-14 18:20:43,-32.25,148.6167,51.93,87,100,8.05
363,Cidreira,BR,2022-09-14 18:20:44,-30.1811,-50.2056,64.47,68,36,13.35
364,Ystad,SE,2022-09-14 18:20:44,55.4297,13.8204,57.94,71,97,12.59
365,Ulaangom,MN,2022-09-14 18:20:44,49.9811,92.0667,50.05,51,84,6.58
366,Maues,BR,2022-09-14 18:20:44,-3.3836,-57.7186,102.6,23,16,5.82
367,Malindi,KE,2022-09-14 18:20:45,-3.2175,40.1191,75.43,85,73,16.73
368,Kayerkan,RU,2022-09-14 18:20:46,69.3497,87.7602,35.53,100,100,7.81
369,Kutum,SD,2022-09-14 18:20:46,14.2,24.6667,79.29,51,70,11.48
370,Ahuimanu,US,2022-09-14 18:20:47,21.4447,-157.8378,80.31,71,75,13.8
371,Comandau,RO,2022-09-14 18:20:47,45.7667,26.2667,51.85,64,91,4.52
372,Burley,US,2022-09-14 18:20:47,42.5357,-113.7928,72.28,72,0,6.91
373,Trincomalee,LK,2022-09-14 18:20:48,8.5711,81.2335,79.75,79,41,11.12
374,Zyryanka,RU,2022-09-14 18:20:48,65.75,150.85,33.94,78,69,4.21
375,Karpathos,GR,2022-09-14 18:20:49,35.507,27.2132,75.16,53,0,20.71
376,Tiznit,MA,2022-09-14 18:20:49,29.5833,-9.5,70.0,60,0,11.14
377,Bandrele,YT,2022-09-14 18:20:49,-12.9067,45.1914,74.95,88,0,4.61
378,Dicabisagan,PH,2022-09-14 18:20:49,17.0818,122.4157,78.76,86,62,2.1
379,Neon Karlovasion,GR,2022-09-14 18:20:50,37.7903,26.7044,76.91,62,0,13.2
380,Bayburt,TR,2022-09-14 18:20:50,40.2589,40.2278,51.91,76,27,3.29
381,Isetskoye,RU,2022-09-14 18:20:50,56.4858,65.3226,54.23,53,100,5.93
382,Turukhansk,RU,2022-09-14 18:20:51,65.8167,87.9833,43.79,96,100,11.81
383,Killam,CA,2022-09-14 18:20:51,52.7834,-111.8518,62.55,51,13,5.75
384,Progreso,MX,2022-09-14 18:20:51,21.2833,-89.6667,90.1,63,100,7.72
385,Petropavlovsk-Kamchatskiy,RU,2022-09-14 18:19:13,53.0452,158.6483,37.99,100,0,4.47
386,Alyangula,AU,2022-09-14 18:20:51,-13.8483,136.4192,75.13,80,3,4.56
387,Tomatlan,MX,2022-09-14 18:20:52,19.9333,-105.25,87.93,62,59,4.61
388,Codrington,AU,2022-09-14 18:20:52,-38.2667,141.9667,50.36,95,88,9.26
389,Paamiut,GL,2022-09-14 18:20:52,61.994,-49.6678,42.82,86,100,7.81
390,Namatanai,PG,2022-09-14 18:20:52,-3.6667,152.4333,78.21,81,51,6.93
391,Nueva Loja,EC,2022-09-14 18:20:53,0.0847,-76.8828,87.82,58,75,4.61
392,Halmstad,SE,2022-09-14 18:20:53,56.6745,12.8568,60.91,72,75,14.97
393,Solnechnyy,RU,2022-09-14 18:20:53,50.7214,136.6319,48.51,91,26,1.95
394,Bloemfontein,ZA,2022-09-14 18:20:54,-29.1211,26.214,60.28,41,0,3.44
395,Salinopolis,BR,2022-09-14 18:20:54,-0.6136,-47.3561,85.06,67,55,13.87
396,Aljezur,PT,2022-09-14 18:20:54,37.3191,-8.8033,70.54,85,28,6.8
397,Nome,US,2022-09-14 18:20:54,64.5011,-165.4064,48.27,88,75,5.75
398,Cotonou,BJ,2022-09-14 18:20:55,6.3654,2.4183,77.99,80,29,10.2
399,Yumen,CN,2022-09-14 18:20:55,40.2833,97.2,67.75,35,80,3.69
400,Savelugu,GH,2022-09-14 18:20:55,9.6244,-0.8253,79.11,84,69,4.72
401,Birjand,IR,2022-09-14 18:20:55,32.8663,59.2211,70.27,11,0,4.61
402,Avera,US,2022-09-14 18:20:56,33.194,-82.5271,85.55,36,0,5.95
403,Waipawa,NZ,2022-09-14 18:20:56,-41.4122,175.5153,35.47,88,11,4.34
404,Dawei,MM,2022-09-14 18:20:56,14.0833,98.2,76.44,91,100,5.53
405,Shetpe,KZ,2022-09-14 18:20:57,44.1667,52.1167,66.38,46,23,8.39
406,Heishan,CN,2022-09-14 18:20:57,41.6892,122.1128,62.82,98,100,6.51
407,Trelew,AR,2022-09-14 18:20:58,-43.249,-65.3051,77.18,23,75,15.61
408,Aizpute,LV,2022-09-14 18:20:58,56.7167,21.6,52.0,96,18,6.2
409,Strezhevoy,RU,2022-09-14 18:20:58,60.7333,77.5889,43.79,92,85,4.59
410,Khasan,RU,2022-09-14 18:20:58,42.4308,130.6434,60.4,83,100,2.39
411,Port Hedland,AU,2022-09-14 18:20:59,-20.3167,118.5667,66.25,77,0,5.75
412,Caravelas,BR,2022-09-14 18:20:59,-17.7125,-39.2481,79.79,56,0,10.92
413,Portland,US,2022-09-14 18:20:57,45.5234,-122.6762,72.95,65,75,3.44
414,Rosita,NI,2022-09-14 18:20:59,13.9268,-84.4032,85.93,70,88,2.89
415,Maniitsoq,GL,2022-09-14 18:21:00,65.4167,-52.9,42.75,93,100,16.53
416,Santa Isabel Do Rio Negro,BR,2022-09-14 18:21:00,-0.4139,-65.0192,93.99,43,72,3.96
417,Ewa Beach,US,2022-09-14 18:20:55,21.3156,-158.0072,80.55,65,0,13.8
418,Saint Anthony,US,2022-09-14 18:21:01,45.0205,-93.218,78.93,52,0,12.66
419,Cockburn Town,TC,2022-09-14 18:18:16,21.4612,-71.1419,87.76,58,40,10.36
420,Okha,RU,2022-09-14 18:21:01,53.5739,142.9478,47.88,81,32,13.24
421,Jos,NG,2022-09-14 18:21:01,9.9167,8.9,66.33,91,28,4.85
422,Merritt,CA,2022-09-14 18:21:01,50.1123,-120.7942,67.06,66,90,1.07
423,Saint-Denis,FR,2022-09-14 18:21:02,48.9167,2.3333,74.1,69,75,10.36
424,El Adelanto,GT,2022-09-14 18:21:02,14.1667,-89.8333,75.04,71,95,2.91
425,Bulz,RO,2022-09-14 18:21:03,46.9167,22.6833,63.5,62,99,7.7
426,Tuatapere,NZ,2022-09-14 18:21:03,-46.1333,167.6833,36.01,90,14,5.84
427,Formosa,AR,2022-09-14 18:21:03,-26.1775,-58.1781,75.18,33,0,18.41
428,Hohhot,CN,2022-09-14 18:18:03,40.8106,111.6522,55.69,76,0,2.24
429,Mugur-Aksy,RU,2022-09-14 18:21:04,50.35,90.5,37.15,89,90,4.45
430,Khanpur,PK,2022-09-14 18:21:05,28.6453,70.6567,93.51,37,5,6.11
431,Micomeseng,GQ,2022-09-14 18:21:05,2.1462,10.6164,70.84,96,84,4.18
432,Laibin,CN,2022-09-14 18:21:06,23.7,109.2667,79.79,67,9,0.89
433,Umba,RU,2022-09-14 18:21:06,66.6871,34.3429,49.95,82,100,9.8
434,Chengde,CN,2022-09-14 18:21:06,40.9725,117.9361,58.41,74,4,1.45
435,Vestmanna,FO,2022-09-14 18:21:07,62.1564,-7.1664,47.32,87,100,21.85
436,Yanam,IN,2022-09-14 18:21:07,16.7333,82.2167,77.97,93,100,3.91
437,Tselinnoye,RU,2022-09-14 18:21:07,53.0833,85.6667,43.66,75,100,6.4
438,Kharp,RU,2022-09-14 18:21:08,66.8014,65.8081,45.72,83,91,5.91
439,Aykhal,RU,2022-09-14 18:21:08,66.0,111.5,31.51,80,90,11.77
440,Los Alamos,US,2022-09-14 18:21:09,35.8881,-106.307,68.94,59,75,6.91
441,Sobolevo,RU,2022-09-14 18:21:09,54.4299,31.8996,48.2,95,97,5.08
442,Tecoanapa,MX,2022-09-14 18:21:09,16.5167,-98.75,84.74,68,100,7.07
443,Havre-Saint-Pierre,CA,2022-09-14 18:21:10,50.2334,-63.5986,64.76,94,75,16.11
444,Hoa Binh,VN,2022-09-14 18:20:55,20.8133,105.3383,77.0,90,33,2.33
445,Baijiantan,CN,2022-09-14 18:21:10,45.6333,85.1833,60.93,42,52,35.93
446,Buraydah,SA,2022-09-14 18:21:12,26.326,43.975,97.25,10,3,8.19
447,Suslovo,RU,2022-09-14 18:21:12,56.2167,88.1167,44.26,64,100,4.65
448,Holme,DK,2022-09-14 18:21:12,56.1138,10.1725,57.18,81,71,10.47
449,Margate,GB,2022-09-14 18:17:22,51.3813,1.3862,65.7,81,72,4.29
450,Bandarbeyla,SO,2022-09-14 18:21:13,9.4942,50.8122,78.73,80,27,13.38
451,Beloha,MG,2022-09-14 18:21:13,-25.1667,45.05,65.89,72,79,17.05
452,Asau,RO,2022-09-14 18:21:14,46.4333,26.4,59.92,61,73,5.08
453,Kholodnyy,RU,2022-09-14 18:21:14,62.7167,147.95,34.05,65,100,2.24
454,Lahaina,US,2022-09-14 18:18:36,20.8783,-156.6825,82.4,83,15,5.23
455,Son La,VN,2022-09-14 18:21:14,21.3167,103.9,68.14,97,31,0.83
456,Flinders,AU,2022-09-14 18:21:15,-34.5833,150.8552,57.38,78,95,3.0
457,Puerto Madryn,AR,2022-09-14 18:21:15,-42.7692,-65.0385,73.27,30,29,10.94
458,Hukuntsi,BW,2022-09-14 18:21:15,-24.0,21.75,71.53,27,0,13.02
459,Kununurra,AU,2022-09-14 18:21:16,-15.7667,128.7333,73.38,73,0,2.3
460,Rio Gallegos,AR,2022-09-14 18:18:48,-51.6226,-69.2181,50.05,43,75,16.11
461,Iqaluit,CA,2022-09-14 18:21:16,63.7506,-68.5145,44.33,70,75,8.05
462,Kurkino,RU,2022-09-14 18:21:17,53.4257,38.6582,47.93,89,100,7.45
463,Yen Bai,VN,2022-09-14 18:17:07,21.7,104.8667,76.05,92,8,1.5
464,Makasar,ID,2022-09-14 18:21:17,-5.14,119.4221,77.05,83,20,0.0
465,Sao Felix Do Xingu,BR,2022-09-14 18:21:18,-6.6447,-51.995,100.81,22,58,3.83
466,Kisaran,ID,2022-09-14 18:21:18,2.9845,99.6158,73.08,97,91,3.09
467,Kedougou,SN,2022-09-14 18:21:19,12.5579,-12.1743,86.58,74,40,2.3
468,Lesnoy,RU,2022-09-14 18:21:19,57.6198,63.0784,47.41,63,97,4.7
469,Catamarca,AR,2022-09-14 18:20:50,-28.4696,-65.7852,79.07,13,19,1.99
470,Arroio Grande,BR,2022-09-14 18:21:19,-32.2375,-53.0869,63.86,66,76,11.81
471,Palu,ID,2022-09-14 18:21:21,-0.8917,119.8707,74.28,97,93,1.68
472,Gornoye Loo,RU,2022-09-14 18:21:21,43.7129,39.6049,62.38,82,5,5.35
473,Seddon,AU,2022-09-14 18:21:22,-37.8068,144.8916,55.67,87,75,14.97
474,Osmena,PH,2022-09-14 18:21:22,10.5208,119.9258,79.97,83,100,8.77
475,Rozkishne,UA,2022-09-14 18:21:22,48.5074,39.3004,57.47,67,100,5.3
476,Plettenberg Bay,ZA,2022-09-14 18:21:22,-34.0527,23.3716,64.78,50,0,3.62
477,Sampit,ID,2022-09-14 18:21:23,-2.5333,112.95,72.57,98,74,0.27
478,Alugan,PH,2022-09-14 18:21:23,12.2188,125.4808,79.38,85,100,9.75
479,Puerto Gaitan,CO,2022-09-14 18:21:23,4.3133,-72.0816,90.14,53,42,7.87
480,Sinnamary,GF,2022-09-14 18:21:24,5.3833,-52.95,87.26,62,10,13.09
481,Dunedin,NZ,2022-09-14 18:21:24,-45.8742,170.5036,39.79,75,3,1.99
482,Saint-Francois,FR,2022-09-14 18:21:25,46.4154,3.9054,69.24,83,75,5.75
483,Ransang,PH,2022-09-14 18:21:25,8.9603,117.5828,79.74,85,97,8.25
484,Eydhafushi,MV,2022-09-14 18:21:25,5.1033,73.0708,80.71,73,65,5.44
485,Phan Thiet,VN,2022-09-14 18:21:25,10.9333,108.1,77.49,86,82,8.32
486,Henties Bay,NA,2022-09-14 18:21:26,-22.116,14.2845,57.07,94,38,2.33
487,Namie,JP,2022-09-14 18:21:26,37.4833,141.0,69.71,91,100,3.4
488,Esperance,AU,2022-09-14 18:21:27,-33.8667,121.9,55.4,77,49,29.91
489,Pyinmana,MM,2022-09-14 18:21:27,19.7333,96.2167,74.55,97,100,5.06
490,San Rafael,AR,2022-09-14 18:21:27,-34.6177,-68.3301,74.91,13,0,19.8
491,Trapani,IT,2022-09-14 18:17:23,37.8333,12.6667,78.89,78,0,14.97
492,Porto Santo,PT,2022-09-14 18:21:28,33.072,-16.3415,75.58,64,20,13.8
493,Dzhebariki-Khaya,RU,2022-09-14 18:21:28,62.2167,135.8,36.23,94,100,8.1
494,Jodiya,IN,2022-09-14 18:21:28,22.6925,70.306,82.51,86,100,20.09
495,Te Anau,NZ,2022-09-14 18:21:29,-45.4167,167.7167,35.46,89,37,2.42
496,Palmer,US,2022-09-14 18:21:29,42.1584,-72.3287,76.14,58,40,13.8
497,Zeven,DE,2022-09-14 18:21:29,53.3,9.2833,62.31,65,100,4.34
498,Maragogi,BR,2022-09-14 18:21:29,-9.0122,-35.2225,78.67,76,74,11.5
499,Gondanglegi,ID,2022-09-14 18:21:30,-7.7479,112.0132,74.64,88,44,12.55
500,Sao Filipe,CV,2022-09-14 18:21:30,14.8961,-24.4956,80.58,81,84,3.69
501,Carndonagh,IE,2022-09-14 18:21:30,55.25,-7.2667,56.82,78,100,11.34
502,Minab,IR,2022-09-14 18:21:30,27.1467,57.0801,91.98,48,35,3.24
503,Yomou,GN,2022-09-14 18:21:31,7.5603,-9.2653,73.62,93,81,3.89
504,Barranca,PE,2022-09-14 18:21:31,-10.75,-77.7667,64.96,69,88,10.83
505,Ballina,AU,2022-09-14 18:21:31,-28.8667,153.5667,55.02,99,78,4.21
506,Bodden Town,KY,2022-09-14 18:21:31,19.2833,-81.25,82.99,77,40,5.99
507,Turayf,SA,2022-09-14 18:21:32,31.6725,38.6637,80.85,36,0,6.91
508,Biak,ID,2022-09-14 18:21:32,-0.9131,122.8766,72.68,89,92,8.37
509,Dosso,NE,2022-09-14 18:21:32,13.049,3.1937,90.5,51,6,3.51
510,Windsor Locks,US,2022-09-14 18:21:33,41.9293,-72.6273,78.69,63,75,13.8
511,Jutai,BR,2022-09-14 18:21:33,-5.1833,-68.9,92.89,45,85,1.59
512,Lappeenranta,FI,2022-09-14 18:20:43,61.0587,28.1887,50.81,87,20,9.22
513,Kampot,KH,2022-09-14 18:21:33,10.6167,104.1833,78.98,85,67,6.71
514,Buluang,PH,2022-09-14 18:21:33,13.3068,123.3425,77.97,91,76,4.88
515,Marsa Matruh,EG,2022-09-14 18:21:34,31.3525,27.2453,79.0,61,0,5.75
516,Mayumba,GA,2022-09-14 18:21:34,-3.432,10.6554,75.0,82,78,7.81
517,Victor Harbor,AU,2022-09-14 18:21:34,-35.5667,138.6167,49.68,88,0,10.8
518,Rio Grande,BR,2022-09-14 18:21:35,-32.035,-52.0986,66.31,79,37,14.36
519,Farsund,NO,2022-09-14 18:21:35,58.0948,6.8047,55.94,100,14,18.28
520,Alta,NO,2022-09-14 18:21:35,69.9689,23.2717,40.26,87,75,6.91
521,Edwardsville,US,2022-09-14 18:17:18,38.8114,-89.9532,85.17,45,0,5.75
522,Kahului,US,2022-09-14 18:21:36,20.8947,-156.47,82.42,69,0,12.66
523,Reconquista,AR,2022-09-14 18:21:36,-29.15,-59.65,73.53,29,45,10.09
524,Saint-Joseph,RE,2022-09-14 18:21:36,-21.3667,55.6167,68.38,72,83,9.71
525,Jalu,LY,2022-09-14 18:21:36,29.0331,21.5482,82.74,30,0,9.1
526,Presque Isle,US,2022-09-14 18:21:37,46.6811,-68.0159,65.98,76,99,1.01
527,Almaznyy,RU,2022-09-14 18:21:37,48.0448,40.045,58.6,57,100,6.22
528,Bjornevatn,NO,2022-09-14 18:21:37,69.6672,29.9847,44.94,70,75,9.22
529,Humberto De Campos,BR,2022-09-14 18:21:38,-2.5983,-43.4611,89.53,53,69,12.06
530,Minden,DE,2022-09-14 18:21:38,52.2833,8.9167,62.02,80,100,3.78
531,George,ZA,2022-09-14 18:21:38,-33.963,22.4617,62.15,55,0,2.3
532,Matucana,PE,2022-09-14 18:21:39,-11.85,-76.4,71.49,34,56,11.23
533,Marsh Harbour,BS,2022-09-14 18:21:39,26.5412,-77.0636,85.35,68,46,13.18
534,Makakilo City,US,2022-09-14 18:21:39,21.3469,-158.0858,79.12,65,0,13.8
535,Pizhanka,RU,2022-09-14 18:20:16,57.4604,48.542,51.17,83,100,15.77
536,Keningau,MY,2022-09-14 18:21:40,5.3378,116.1602,71.17,98,65,0.94
537,Colares,PT,2022-09-14 18:21:40,38.7992,-9.4469,73.8,74,20,28.99
538,Shibganj,BD,2022-09-14 18:21:40,24.6829,88.1598,77.23,93,93,7.47
539,Belomorsk,RU,2022-09-14 18:21:40,64.5232,34.7668,52.88,65,41,7.83
540,Maseru,LS,2022-09-14 18:21:41,-29.3167,27.4833,59.54,38,5,3.74
541,Japura,ID,2022-09-14 18:21:41,-0.3167,102.35,71.58,97,90,2.59
542,Muskogee,US,2022-09-14 18:21:41,35.5834,-95.3336,88.02,32,0,10.36
543,Mount Isa,AU,2022-09-14 18:21:41,-20.7333,139.5,55.17,54,0,1.14
544,Gwadar,PK,2022-09-14 18:21:42,25.1216,62.3254,82.0,84,5,7.63
545,Komsomolets,KZ,2022-09-14 18:21:42,53.7453,62.0708,54.25,56,99,5.03
546,Enterprise,US,2022-09-14 18:21:42,36.0252,-115.2419,80.29,50,20,8.05
547,Oltu,TR,2022-09-14 18:21:42,40.5498,42.0013,53.67,86,50,4.38
548,Bethel Park,US,2022-09-14 18:21:43,40.3276,-80.0395,75.7,66,75,5.75
549,Bairnsdale,AU,2022-09-14 18:21:43,-37.8333,147.6167,46.06,83,99,1.01
550,Los Llanos De Aridane,ES,2022-09-14 18:21:43,28.6585,-17.9182,73.15,89,75,17.27
551,Tabou,CI,2022-09-14 18:21:43,4.423,-7.3528,77.54,78,86,8.37
552,Yamaga,JP,2022-09-14 18:21:44,33.0167,130.6833,82.83,81,47,4.41
553,Urengoy,RU,2022-09-14 18:21:44,65.9667,78.3667,43.66,91,95,8.03
554,Asyut,EG,2022-09-14 18:18:08,27.181,31.1837,87.15,25,0,10.54
555,Meiringen,CH,2022-09-14 18:21:44,46.7268,8.184,68.07,91,100,5.08
556,Mae Sai,TH,2022-09-14 18:21:45,20.4335,99.8762,70.88,98,50,1.43
557,Inyonga,TZ,2022-09-14 18:21:45,-6.7167,32.0667,76.19,30,41,5.1
558,Tagbac,PH,2022-09-14 18:21:45,7.089,125.1567,70.79,96,67,0.11
559,Changying,CN,2022-09-14 18:21:46,52.8733,123.3213,47.28,96,100,3.11
560,Mandalgovi,MN,2022-09-14 18:21:46,45.7625,106.2708,63.07,41,79,8.46
561,Bridlington,GB,2022-09-14 18:21:46,54.0831,-0.1919,60.89,77,11,12.03
562,Novikovo,RU,2022-09-14 18:21:47,51.1537,37.8879,49.42,95,100,6.17
563,Manokwari,ID,2022-09-14 18:21:47,-0.8667,134.0833,77.05,70,81,4.05
