City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Panacan,PH,2022-09-14 18:20:08,9.2463,118.4082,80.08,79,98,4.0
254,Saquena,PE,2022-09-14 18:20:08,-4.6667,-73.5167,99.46,31,22,4.34
255,Norman Wells,CA,2022-09-14 18:20:08,65.282,-126.8329,48.24,81,75,5.75
256,Warner Robins,US,2022-09-14 18:16:58,32.621,-83.5999,84.36,47,0,4.61
257,Santiago De Cao,PE,2022-09-14 18:20:09,-7.9589,-79.2392,62.73,82,75,12.66
258,Muyezerskiy,RU,2022-09-14 18:20:09,63.9333,31.65,50.72,78,100,8.52
259,Leningradskiy,RU,2022-09-14 18:20:10,69.3833,178.4167,35.38,99,100,5.17
260,Wynyard,AU,2022-09-14 18:15:36,-41.0,145.7167,51.96,79,100,12.55
261,Shiyan,CN,2022-09-14 18:20:11,32.6475,110.7781,65.68,60,5,2.53
262,Clyde River,CA,2022-09-14 18:20:11,70.4692,-68.5914,39.43,93,100,10.36
263,Abu Samrah,SY,2022-09-14 18:20:12,35.3029,37.1841,75.4,47,0,13.73
264,Fowa,NG,2022-09-14 18:20:12,8.9167,6.4,78.51,81,76,0.94
265,Fukue,JP,2022-09-14 18:20:13,32.6881,128.8419,79.86,83,22,10.8
266,Sambava,MG,2022-09-14 18:20:13,-14.2667,50.1667,71.33,78,41,15.52
267,Ampanihy,MG,2022-09-14 18:17:20,-24.7,44.75,64.6,74,20,16.26
268,Talcahuano,CL,2022-09-14 18:20:13,-36.7167,-73.1167,55.08,71,75,14.97
269,Luderitz,NA,2022-09-14 18:20:14,-26.6481,15.1594,60.71,71,6,3.11
270,Victoria,HK,2022-09-14 18:15:20,22.2855,114.1577,89.19,65,0,1.01
271,Nanortalik,GL,2022-09-14 18:20:14,60.1432,-45.2371,49.93,66,93,5.77
272,Khani,GE,2022-09-14 18:20:15,41.9563,42.9566,54.97,94,98,3.24
273,Kruisfontein,ZA,2022-09-14 18:20:15,-34.0033,24.7314,63.37,47,0,4.43
274,High Level,CA,2022-09-14 18:20:15,58.5169,-117.136,57.31,62,20,4.61
275,Pisco,PE,2022-09-14 18:20:16,-13.7,-76.2167,65.01,72,20,12.66
276,Rio Grande City,US,2022-09-14 18:16:35,26.3798,-98.8203,92.88,39,4,8.43
277,Lewisporte,CA,2022-09-14 18:15:46,49.2499,-55.0482,69.55,57,93,4.74
278,Ostrovnoy,RU,2022-09-14 18:20:16,68.0531,39.5131,50.63,84,100,9.57
279,Kaputa,ZM,2022-09-14 18:20:17,-8.4689,29.6619,80.13,38,45,0.94
280,Flin Flon,CA,2022-09-14 18:20:17,54.7682,-101.865,57.04,54,100,11.5
281,Seminole,US,2022-09-14 18:20:17,28.7086,-81.2081,92.14,72,20,6.91
282,Visby,SE,2022-09-14 18:20:18,57.6409,18.296,61.05,77,0,8.05
283,Itarema,BR,2022-09-14 18:20:18,-2.9248,-39.9167,84.56,65,22,18.97
284,Bavleny,RU,2022-09-14 18:20:18,56.4,39.56,50.54,98,99,6.71
285,Kibala,TD,2022-09-14 18:20:19,9.1104,18.3463,74.88,91,65,3.31
286,Isangel,VU,2022-09-14 18:20:19,-19.55,169.2667,73.09,89,10,9.78
287,Sao Joao Da Barra,BR,2022-09-14 18:20:20,-21.6403,-41.0511,80.69,66,10,21.77
288,Sijunjung,ID,2022-09-14 18:20:20,-0.6876,100.9537,70.95,98,97,1.34
289,Bilibino,RU,2022-09-14 18:20:20,68.0546,166.4372,32.7,97,100,3.04
290,Coos Bay,US,2022-09-14 18:20:21,43.3665,-124.2179,70.32,94,100,0.0
291,Anadyr,RU,2022-09-14 18:20:21,64.75,177.4833,39.7,93,100,6.71
292,Chicama,PE,2022-09-14 18:20:21,-7.8447,-79.1469,61.34,57,89,10.94
293,Aksu,CN,2022-09-14 18:20:22,41.1231,80.2644,74.55,26,0,4.9
294,Kropotkin,RU,2022-09-14 18:20:23,45.4375,40.5756,60.69,61,68,9.08
295,Ormara,PK,2022-09-14 18:20:23,25.2088,64.6357,80.71,89,0,13.53
296,Hervey Bay,AU,2022-09-14 18:20:23,-25.2986,152.8535,58.01,88,54,11.99
